CustomerID,Gender,MaritalStatus,YearlyIncome ,Revenue,Customer Value,OrderDate,Country,BirthDate,Age,Firstname,Lastname,,,,,
10089,F,Married,0-25000,£9,Casual buyers,7/29/2013,Northwest,10/26/1962,50,TAYLOR,Walker,,,,,
10090,F,Married,0-25000,"£2,605",Convinced seekers,8/9/2013,Southwest,7/9/1978,35,DAWN,Zeng,,,,,
10091,F,Married,0-25000,£11,Casual buyers,8/15/2013,Northwest,5/27/1978,35,LACEY,Jai,,,,,
10092,F,Married,0-25000,"£2,619",Convinced seekers,8/18/2013,Southwest,12/4/1970,42,DAWN,Zhao,,,,,
10093,F,Married,0-25000,"£2,536",Convinced seekers,8/18/2013,United Kingdom,2/6/1966,47,BARBARA,He,,,,,
10094,F,Married,0-25000,£133,Casual buyers,8/19/2013,Australia,10/23/1976,36,MISTY,Raji,,,,,
10095,F,Married,0-25000,£44,Casual buyers,8/20/2013,United Kingdom,11/19/1939,73,TRACY,Nath,,,,,
10096,F,Married,0-25000,£94,Casual buyers,8/22/2013,Australia,7/3/1942,71,KENDRA,Gutierrez,,,,,
10097,F,Married,0-25000,"£2,575",Convinced seekers,8/23/2013,France,7/6/1957,56,CHLOE,Moore,,,,,
10098,F,Married,0-25000,£143,Casual buyers,8/27/2013,Northwest,5/14/1958,55,DANA,Muñoz,,,,,
10099,F,Married,0-25000,£40,Casual buyers,8/27/2013,United Kingdom,10/4/1948,64,JOAN,Vazquez,,,,,
10100,F,Married,0-25000,£32,Casual buyers,8/30/2013,Australia,2/26/1976,37,CASSANDRA,Sara,,,,,
10101,F,Married,0-25000,"£1,907",Brand seekers,9/2/2013,Australia,3/12/1980,33,NATASHA,Carlson,,,,,
10102,F,Married,0-25000,£52,Casual buyers,9/3/2013,France,2/27/1960,53,BARBARA,Zhu,,,,,
10103,F,Married,0-25000,£8,Casual buyers,9/6/2013,Australia,8/21/1952,61,LACEY,Ye,,,,,
10104,F,Married,0-25000,£133,Casual buyers,9/12/2013,Northwest,11/20/1978,34,DAWN,He,,,,,
10105,F,Married,0-25000,"£3,954",Convinced seekers,6/13/2011,France,6/7/1949,62,BARBARA,Xu,,,,,
10106,F,Married,0-25000,"£3,954",Convinced seekers,6/21/2011,France,3/24/1977,34,ANNA,Martin,,,,,
10107,F,Married,0-25000,"£3,729",Convinced seekers,7/3/2011,Australia,2/8/1954,57,JUDITH,White,,,,,
10108,F,Married,0-25000,"£3,757",Convinced seekers,11/6/2011,Australia,9/27/1933,78,NICOLE,Anderson,,,,,
10109,F,Married,0-25000,"£3,954",Convinced seekers,11/17/2011,Australia,9/19/1974,37,JANELLE,Sai,,,,,
10110,F,Married,0-25000,£773,Casual buyers,1/6/2012,Northwest,6/20/1969,42,SHEILA,Ramos,,,,,
10111,F,Married,0-25000,"£3,954",Convinced seekers,2/25/2012,Southwest,10/20/1959,52,BARBARA,Raji,,,,,
10112,F,Married,0-25000,"£3,954",Convinced seekers,3/8/2012,Southwest,2/21/1967,45,TAMARA,Guo,,,,,
10113,F,Married,0-25000,"£3,954",Convinced seekers,3/30/2012,Southwest,7/24/1966,45,ALISHA,Andersen,,,,,
10114,F,Married,0-25000,"£3,954",Convinced seekers,3/30/2012,Southwest,12/4/1970,41,DAWN,Zhao,,,,,
10115,F,Married,0-25000,"£3,954",Convinced seekers,4/6/2012,Southwest,7/6/1933,78,DAWN,Zhou,,,,,
10116,F,Married,0-25000,"£3,729",Convinced seekers,4/17/2012,Australia,3/25/1976,36,ALISHA,Tang,,,,,
10117,F,Married,0-25000,"£3,954",Convinced seekers,5/21/2012,Southwest,7/9/1978,33,DAWN,Zeng,,,,,
10118,F,Married,0-25000,"£2,289",Brand seekers,9/5/2012,Australia,6/24/1961,51,TAMARA,Wang,,,,,
10119,F,Married,0-25000,"£2,289",Brand seekers,9/17/2012,Australia,5/4/1947,65,JACLYN,Nara,,,,,
10120,F,Married,0-25000,£865,Casual buyers,10/16/2012,Northwest,2/8/1962,50,BRENDA,Rana,,,,,
10121,F,Married,0-25000,"£2,264",Brand seekers,10/27/2012,Australia,11/8/1945,66,MADISON,Perry,,,,,
10122,F,Married,0-25000,£865,Casual buyers,11/9/2012,Southwest,2/25/1947,65,CANDACE,Prasad,,,,,
10123,F,Married,0-25000,"£2,411",Brand seekers,11/10/2012,Germany,5/4/1978,34,TRACY,Sharma,,,,,
10124,F,Married,0-25000,"£2,289",Brand seekers,11/12/2012,Australia,9/10/1944,68,ROBYN,Dominguez,,,,,
10125,F,Married,0-25000,"£2,289",Brand seekers,12/13/2012,Australia,9/17/1956,56,WENDY,Serrano,,,,,
10126,F,Married,0-25000,"£2,264",Brand seekers,2/19/2013,Australia,6/1/1974,38,FELICIA,Rubio,,,,,
10127,F,Married,0-25000,£865,Casual buyers,2/25/2013,Northwest,2/18/1966,47,PAMELA,Fernandez,,,,,
10128,F,Married,0-25000,"£2,411",Brand seekers,3/2/2013,Northwest,8/20/1979,33,THERESA,Vazquez,,,,,
10129,F,Married,0-25000,"£2,289",Brand seekers,3/24/2013,Australia,9/24/1948,64,RENEE,Ortega,,,,,
10130,F,Married,0-25000,"£2,411",Brand seekers,3/29/2013,Germany,1/24/1979,34,SUSAN,Zhu,,,,,
10131,F,Married,0-25000,"£2,411",Brand seekers,5/12/2013,Southwest,2/24/1948,65,WENDY,Dominguez,,,,,
10132,F,Married,0-25000,"£2,289",Brand seekers,5/27/2013,France,11/21/1962,50,BARBARA,Wu,,,,,
10133,F,Married,0-25000,"£2,547",Convinced seekers,6/6/2013,Australia,9/27/1933,79,NICOLE,Anderson,,,,,
10134,F,Married,0-25000,£676,Casual buyers,6/19/2013,France,7/3/1929,83,VICTORIA,Griffin,,,,,
10135,F,Married,0-25000,"£2,602",Convinced seekers,7/7/2013,France,8/8/1962,50,JENNY,Shen,,,,,
10136,F,Married,0-25000,£43,Casual buyers,7/10/2013,Canada,7/27/1958,54,MOLLY,Vance,,,,,
10137,F,Married,0-25000,£41,Casual buyers,7/10/2013,Canada,1/21/1962,51,ABIGAIL,Garcia,,,,,
10138,F,Married,0-25000,£85,Casual buyers,7/15/2013,Canada,4/6/1936,77,MELODY,Munoz,,,,,
10139,F,Married,0-25000,"£2,700",Convinced seekers,7/17/2013,Australia,1/9/1961,52,BRANDI,Ruiz,,,,,
10140,F,Married,0-25000,£41,Casual buyers,7/17/2013,Canada,8/20/1979,33,CYNTHIA,Weber,,,,,
10141,F,Married,0-25000,"£2,536",Convinced seekers,7/29/2013,Australia,6/10/1960,53,JENNY,McDonald,,,,,
10142,F,Married,0-25000,£93,Casual buyers,7/31/2013,Germany,2/17/1966,47,CHRISTY,Zeng,,,,,
10143,F,Married,0-25000,"£1,277",Casual buyers,7/31/2013,Northwest,6/20/1969,44,SHEILA,Ramos,,,,,
10144,F,Married,0-25000,"£2,615",Convinced seekers,8/4/2013,Southwest,7/6/1933,80,DAWN,Zhou,,,,,
10145,F,Married,0-25000,£38,Casual buyers,8/5/2013,United Kingdom,3/19/1965,48,CHRISTY,Andersen,,,,,
10146,F,Married,0-25000,"£2,536",Convinced seekers,8/6/2013,Australia,3/3/1968,45,KAYLA,Thomas,,,,,
10147,F,Married,0-25000,£133,Casual buyers,8/6/2013,Southwest,6/14/1979,34,KATHLEEN,Rubio,,,,,
10148,F,Married,0-25000,£24,Casual buyers,8/7/2013,France,2/27/1960,53,BARBARA,Zhu,,,,,
10149,F,Married,0-25000,"£2,604",Convinced seekers,8/12/2013,Germany,7/9/1957,56,TAYLOR,Johnson,,,,,
10150,F,Married,0-25000,£208,Casual buyers,8/12/2013,United Kingdom,2/27/1975,38,MORGAN,Coleman,,,,,
10151,F,Married,0-25000,"£2,709",Convinced seekers,8/19/2013,Australia,4/27/1977,36,BRANDI,Blanco,,,,,
10152,F,Married,0-25000,"£1,238",Casual buyers,8/22/2013,Australia,8/11/1957,56,KELSEY,Raje,,,,,
10153,F,Married,0-25000,£39,Casual buyers,8/23/2013,Southwest,8/26/1980,32,ALISHA,Xu,,,,,
10154,F,Married,0-25000,£109,Casual buyers,8/27/2013,Canada,2/6/1964,49,DESTINY,Martin,,,,,
10155,F,Married,0-25000,£6,Casual buyers,9/5/2013,Canada,2/6/1964,49,DESTINY,Martin,,,,,
10156,F,Married,0-25000,£77,Casual buyers,9/8/2013,Canada,6/24/1947,66,SHEILA,Gill,,,,,
10157,F,Married,0-25000,£773,Casual buyers,6/14/2011,United Kingdom,4/11/1974,37,JULIE,Xie,,,,,
10158,F,Married,0-25000,"£3,954",Convinced seekers,9/22/2011,United Kingdom,5/12/1980,31,SABRINA,Rubio,,,,,
10159,F,Married,0-25000,"£3,757",Convinced seekers,12/17/2011,Australia,3/20/1961,50,JENNY,Xu,,,,,
10160,F,Married,0-25000,"£3,954",Convinced seekers,12/18/2011,Australia,3/12/1980,31,NATASHA,Carlson,,,,,
10161,F,Married,0-25000,"£3,954",Convinced seekers,1/1/2012,Australia,5/7/1951,60,CASSANDRA,Sai,,,,,
10162,F,Married,0-25000,"£3,757",Convinced seekers,1/6/2012,Canada,6/1/1943,68,NICOLE,Gonzales,,,,,
10163,F,Married,0-25000,"£3,954",Convinced seekers,1/22/2012,Australia,8/25/1949,62,HOLLY,Garcia,,,,,
10164,F,Married,0-25000,"£3,954",Convinced seekers,1/23/2012,Australia,10/18/1979,32,MONICA,Martinez,,,,,
10165,F,Married,0-25000,"£3,954",Convinced seekers,2/18/2012,Southwest,3/18/1949,62,BARBARA,Zhang,,,,,
10166,F,Married,0-25000,"£3,954",Convinced seekers,4/19/2012,Northwest,2/27/1949,63,DAWN,Huang,,,,,
10167,F,Married,0-25000,"£3,954",Convinced seekers,4/21/2012,Southwest,4/3/1978,34,DAWN,Xu,,,,,
10168,F,Married,0-25000,"£3,729",Convinced seekers,5/3/2012,United Kingdom,1/22/1937,75,BARBARA,Lin,,,,,
10169,F,Married,0-25000,"£2,264",Brand seekers,6/21/2012,United Kingdom,2/6/1966,46,BARBARA,He,,,,,
10170,F,Married,0-25000,"£2,264",Brand seekers,7/3/2012,Australia,2/26/1920,92,ELIZABETH,Perry,,,,,
10171,F,Married,0-25000,"£2,411",Brand seekers,7/25/2012,France,2/18/1946,66,LINDA,Ferrier,,,,,
10172,F,Married,0-25000,"£2,411",Brand seekers,8/9/2012,United Kingdom,10/19/1950,61,MISTY,Shen,,,,,
10173,F,Married,0-25000,"£2,700",Convinced seekers,8/20/2012,France,3/25/1952,60,SABRINA,Blanco,,,,,
10174,F,Married,0-25000,"£1,105",Casual buyers,9/28/2012,Southwest,3/23/1972,40,LORI,Romero,,,,,
10175,F,Married,0-25000,"£1,105",Casual buyers,11/4/2012,France,11/16/1973,38,SANDRA,Yang,,,,,
10176,F,Married,0-25000,"£2,264",Brand seekers,11/20/2012,Germany,7/10/1962,50,EMILY,Miller,,,,,
10177,F,Married,0-25000,"£2,700",Convinced seekers,11/27/2012,Germany,3/9/1942,70,TRACY,Raje,,,,,
10178,F,Married,0-25000,"£2,264",Brand seekers,12/9/2012,Australia,7/10/1979,33,JOANNA,Ashe,,,,,
10179,F,Married,0-25000,"£2,289",Brand seekers,1/4/2013,Australia,4/21/1940,72,TANYA,Torres,,,,,
10180,F,Married,0-25000,"£2,700",Convinced seekers,2/1/2013,Northwest,4/10/1941,71,THERESA,Moreno,,,,,
10181,F,Married,0-25000,"£2,411",Brand seekers,3/1/2013,Southwest,10/6/1943,69,JOY,Ruiz,,,,,
10182,F,Married,0-25000,£865,Casual buyers,3/7/2013,Southwest,5/25/1979,33,DIANE,Sanz,,,,,
10183,F,Married,0-25000,"£2,264",Brand seekers,5/11/2013,Australia,7/24/1970,42,MOLLY,Fernandez,,,,,
10184,F,Married,0-25000,£906,Casual buyers,6/27/2013,Germany,11/3/1979,33,MONIQUE,Gill,,,,,
10185,F,Married,0-25000,£83,Casual buyers,7/1/2013,Canada,1/21/1962,51,ABIGAIL,Garcia,,,,,
10186,F,Married,0-25000,£10,Casual buyers,7/1/2013,Northwest,8/24/1944,68,KELLI,Shen,,,,,
10187,F,Married,0-25000,£44,Casual buyers,7/6/2013,Canada,4/6/1936,77,MELODY,Munoz,,,,,
10188,F,Married,0-25000,£33,Casual buyers,7/6/2013,Canada,4/23/1958,55,DIANA,Carlson,,,,,
10189,F,Married,0-25000,£876,Casual buyers,7/6/2013,France,11/16/1973,39,SANDRA,Yang,,,,,
10190,F,Married,0-25000,£30,Casual buyers,7/7/2013,Australia,6/21/1935,78,KENDRA,Moreno,,,,,
10191,F,Married,0-25000,£216,Casual buyers,7/8/2013,France,2/27/1960,53,BARBARA,Zhu,,,,,
10192,F,Married,0-25000,£133,Casual buyers,7/9/2013,Germany,11/11/1978,34,ALYSSA,Ward,,,,,
10193,F,Married,0-25000,£172,Casual buyers,7/12/2013,Canada,11/3/1949,63,STACEY,Zhou,,,,,
10194,F,Married,0-25000,£77,Casual buyers,7/24/2013,Canada,6/24/1947,66,SHEILA,Gill,,,,,
10195,F,Married,0-25000,£47,Casual buyers,7/26/2013,Northwest,2/19/1954,59,TAMARA,Tang,,,,,
10196,F,Married,0-25000,£30,Casual buyers,7/29/2013,Canada,8/20/1979,33,CYNTHIA,Weber,,,,,
10197,F,Married,0-25000,£928,Casual buyers,8/1/2013,Southwest,8/22/1947,65,THERESA,Ramos,,,,,
10198,F,Married,0-25000,£9,Casual buyers,8/4/2013,Northwest,2/19/1954,59,TAMARA,Tang,,,,,
10199,F,Married,0-25000,"£2,615",Convinced seekers,8/8/2013,Northwest,2/27/1949,64,DAWN,Huang,,,,,
10200,F,Married,0-25000,£83,Casual buyers,8/17/2013,France,1/17/1979,34,MONIQUE,Munoz,,,,,
10201,F,Married,0-25000,£80,Casual buyers,8/21/2013,Canada,10/3/1940,72,LEAH,Ma,,,,,
10202,F,Married,0-25000,£31,Casual buyers,8/28/2013,France,2/27/1960,53,BARBARA,Zhu,,,,,
10203,F,Married,0-25000,"£2,685",Convinced seekers,8/28/2013,United Kingdom,1/22/1937,76,BARBARA,Lin,,,,,
10204,F,Married,0-25000,£102,Casual buyers,9/3/2013,Australia,5/17/1951,62,MOLLY,Perez,,,,,
10205,F,Married,0-25000,£44,Casual buyers,9/4/2013,Canada,5/24/1952,61,CASSANDRA,Gonzalez,,,,,
10206,F,Married,0-25000,£26,Casual buyers,9/9/2013,Australia,2/26/1976,37,CASSANDRA,Sara,,,,,
10207,F,Married,0-25000,£15,Casual buyers,9/11/2013,Northwest,1/2/1961,52,LACEY,Wu,,,,,
10208,F,Married,0-25000,"£2,599",Convinced seekers,9/18/2013,Southwest,10/20/1959,53,BARBARA,Raji,,,,,
10209,F,Married,0-25000,"£1,298",Casual buyers,9/15/2013,Northwest,9/9/1958,55,CONNIE,Rai,,,,,
10210,F,Married,0-25000,£77,Casual buyers,9/18/2013,Canada,2/13/1965,48,KRISTA,Suarez,,,,,
10211,F,Married,0-25000,"£2,743",Convinced seekers,9/18/2013,Southwest,3/19/1976,37,KATRINA,Raji,,,,,
10212,F,Married,0-25000,£14,Casual buyers,9/19/2013,Canada,1/21/1962,51,ABIGAIL,Garcia,,,,,
10213,F,Married,0-25000,£36,Casual buyers,9/28/2013,Australia,3/18/1966,47,JOY,Torres,,,,,
10214,F,Married,0-25000,£76,Casual buyers,9/30/2013,Australia,2/9/1978,35,CASSANDRA,Van,,,,,
10215,F,Married,0-25000,£40,Casual buyers,10/4/2013,Canada,8/9/1937,76,CASSANDRA,Sanchez,,,,,
10216,F,Married,0-25000,£41,Casual buyers,10/5/2013,Australia,3/13/1950,63,PAULA,Ramos,,,,,
10217,F,Married,0-25000,£39,Casual buyers,10/10/2013,Canada,6/24/1947,66,SHEILA,Gill,,,,,
10218,F,Married,0-25000,£8,Casual buyers,10/11/2013,Canada,8/9/1937,76,CASSANDRA,Sanchez,,,,,
10219,F,Married,0-25000,"£2,739",Convinced seekers,10/23/2013,Northwest,8/19/1958,55,ALISON,Goel,,,,,
10220,F,Married,0-25000,"£2,575",Convinced seekers,10/25/2013,Australia,11/8/1945,67,MADISON,Perry,,,,,
10221,F,Married,0-25000,£44,Casual buyers,10/29/2013,France,2/27/1960,53,BARBARA,Zhu,,,,,
10222,F,Married,0-25000,"£1,381",Casual buyers,10/31/2013,Australia,6/24/1961,52,TAMARA,Wang,,,,,
10223,F,Married,0-25000,"£2,090",Brand seekers,10/31/2013,Germany,4/28/1956,57,DANA,Torres,,,,,
10224,F,Married,0-25000,"£2,575",Convinced seekers,11/1/2013,Southwest,10/6/1943,70,JOY,Ruiz,,,,,
10225,F,Married,0-25000,£79,Casual buyers,11/5/2013,United Kingdom,3/11/1951,62,MONIQUE,Sanz,,,,,
10226,F,Married,0-25000,"£2,650",Convinced seekers,11/7/2013,Australia,2/8/1954,59,JUDITH,White,,,,,
10227,F,Married,0-25000,"£2,702",Convinced seekers,11/7/2013,France,7/3/1959,54,ELIZABETH,Bradley,,,,,
